ES
ES [0.0, 0.0, 0.0, 2.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
Selected Task [None, None, None, 4, None, None, None, None, None, None]
R [1.9, 3.85, 3.87, 4.15, 1.35, 4.87, 4.55, 4.58, 3.8, 3.8]
T [1.8381985549859814, 1.9994278710052993, 1.9549379380153669, 1.9384681067413707, 1.8676753431510762, 2.6936279120669133, 2.7526054878603294, 2.552008414739934, 1.9218676872630578, 2.015874832090503]
T_prev [1.7975277909574194, 1.8266449767144113, 1.8272612902600007, 1.9484014546066466, 1.771032573057945, 1.948756433351301, 1.9632315121378352, 1.9517696959563677, 1.8309404332451338, 1.8283292870280192]

ES [0.0, 2.0, 2.0, 2.0, 0.0, 0.0, 0.0, 0.0, 2.0, 2.0]
Selected Task [None, 4, 4, 2, None, None, None, None, 4, 4]
R [1.56, 3.34, 3.35, 2.14, 1.04, 2.31, 1.98, 2.5, 3.2, 3.3]
T [1.6870596158973168, 1.7150900275796215, 1.6160846288152682, 1.979569276978408, 1.7689635420619518, 2.821563428410701, 2.816715307544381, 2.4978443395009666, 1.597528105410864, 1.6668650840291934]
T_prev [1.6431927033739324, 1.778970221977313, 1.7333801892867329, 2.3472381121714614, 1.6751716245983583, 2.438874687632437, 2.4869991467554264, 2.309431685521135, 1.7009392287160272, 1.79506052815272]

ES [0.0, 2.0, 2.0, 2.0, 0.0, 0.0, 0.0, 0.0, 2.0, 2.0]
Selected Task [None, 4, 4, 2, None, None, None, None, 4, 4]
R [1.41, 3.31, 3.35, 1.22, 1.05, 1.52, 1.26, 2.05, 3.3, 3.4]
T [1.5785983490332556, 1.281995249994233, 1.2129272683928343, 1.8849849353938857, 1.676273258318442, 2.839008806746898, 2.829501819419113, 2.40176609461035, 1.1937379243623543, 1.2436980220248577]
T_prev [1.5049997549342657, 1.4935789274274562, 1.4280218986529822, 2.347761912041746, 1.5826770162547332, 2.53610628072113, 2.5367645791396454, 2.2480463646454654, 1.3829224289035185, 1.4534834822162146]

ES [0.0, 2.0, 2.0, 2.0, 0.0, 0.0, 0.0, 0.0, 2.0, 2.0]
Selected Task [None, 4, 4, 2, None, None, None, None, 4, 4]
R [1.3, 2.85, 2.72, 1.29, 0.97, 1.23, 1.3, 2.07, 3.21, 3.0]
T [1.48793867221015, 0.9746855691574704, 0.9401923968249853, 1.6095450419951218, 1.5971652311797897, 2.8480148285693105, 2.7941238612920576, 2.1766583924358405, 0.8632138425198032, 0.9252975659087747]
T_prev [1.4120203411849828, 1.1098767415819963, 1.05051192630418, 2.2517336703317037, 1.5055856441843214, 2.544628769462036, 2.551379291153591, 2.136509910807277, 1.0361101959527517, 1.08629204728617]

ES [0.0, 2.0, 2.0, 2.0, 0.0, 0.0, 0.0, 0.0, 2.0, 2.0]
Selected Task [None, 4, 4, 2, None, None, None, None, 10, 2]
R [1.06, 2.83, 2.42, 1.64, 0.79, 0.98, 0.93, 1.63, 2.81, 2.93]
